Contact ID,Team Member ID,Role,Team: Team ID,Program Cohort: Program Cohort Name,Start Date,Gender,"Hispanic, Latino, or Spanish origin",Race - American Indian or Alaska Native,Race - Asian,Race - Black or African American,Race - Hawaiian or Other Pac. Islander,Race - Other,Race - White
0037000001ujNdn,TM-6539,Team Member,a2639000005URDQ,E-Team Stage 1 Winter 2016 Cohort,1/7/16,,Prefer not to answer,1,0,1,0,1,0
0037000001uje69,TM-6540,Team Lead,a2639000005URDQ,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Male,Prefer not to answer,1,1,0,0,1,0
0037000001vZkKv,TM-6541,Team Member,a2639000005URDS,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Male,Prefer not to answer,0,1,1,1,1,1
0033900001x5Xz2,TM-6542,Team Lead,a2639000005URDS,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Another identity,Prefer not to answer,0,0,1,0,1,0
0033900001wXkd0,TM-6543,Team Member,a2639000005URDY,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Another identity,Yes,1,0,0,1,1,0
0037000001vavcq,TM-6549,Team Member,a2639000005URDO,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Female,Yes,0,0,1,0,1,0
0037000001vZK3l,TM-6544,Team Member,a2639000005URDE,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Another identity,No,1,0,1,1,1,0
0037000001uk1oO,TM-6545,Team Lead,a2639000005URDG,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Prefer not to answer,,0,0,0,0,1,1
0033900001yh1ZU,TM-6550,Team Member,a2639000005URDR,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Female,Prefer not to answer,1,1,1,1,1,1
0033900001y8eRz,TM-6548,Team Lead,a2639000005URDN,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Female,,1,0,0,1,0,1
0037000001sGGSE,TM-6552,Team Lead,a2639000005URDY,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Prefer not to answer,Yes,1,1,1,0,0,1
0037000001sGFfn,TM-6551,Team Lead,a2639000005URDR,E-Team Stage 1 Winter 2016 Cohort,1/7/16,Male,No,0,0,1,0,0,1
0037000001sGEBK,TM-13999,Team Lead,a2639000005URFn,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,,No,0,0,1,0,1,1
0033900002ALnWM,TM-13991,Team Lead,a2639000000TCTL,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,,Prefer not to answer,1,1,0,1,0,0
00339000029Gs2d,TM-14002,Team Lead,a26390000069qzu,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Female,,1,1,0,1,0,1
0033900002NkQPZ,TM-13996,Team Lead,a2639000000TCYf,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Female,Yes,1,1,1,0,0,1
00339000029Gs24,TM-14001,Team Member,a26390000069qzu,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Prefer not to answer,Prefer not to answer,0,0,1,0,0,1
00339000029GsWO,TM-14004,Team Lead,a26390000069qzz,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Prefer not to answer,,1,0,0,0,0,1
0037000001sGEAJ,TM-13995,Team Member,a2639000000TCav,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Another identity,,0,0,0,0,0,0
00339000029GrHh,TM-13998,Team Member,a26390000069qzk,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,,No,1,0,1,0,1,1
00339000029GrH8,TM-13997,Team Lead,a26390000069qzk,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Male,No,0,0,0,1,0,0
0037000001sGFvS,TM-13993,Team Member,a2639000005UREt,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Male,Yes,1,0,1,0,1,1
0037000001sGFXX,TM-13994,Team Lead,a2639000000TCav,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,,No,0,0,1,0,1,1
0037000001sGCTr,TM-14003,Team Lead,a2639000005UQLi,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Prefer not to answer,No,0,1,0,0,1,0
00339000029GrhM,TM-14000,Team Lead,a26390000069qzp,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,Female,Prefer not to answer,0,1,0,1,0,0
0037000001sGFvR,TM-13992,Team Lead,a2639000005UREt,ASPIRE @ GTL - Cleantech Fall 2015,10/20/15,,No,1,0,0,1,1,1
0037000001sGGUn,TM-7045,Team Member,a2639000005UREN,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Prefer not to answer,No,1,1,1,1,0,0
0037000001sGGUa,TM-7042,Team Member,a2639000005UREL,E-Team Stage 2 Summer 2015 Cohort,8/13/15,,Prefer not to answer,0,0,1,0,0,1
0037000001sGF6B,TM-7047,Team Lead,a2639000005UREN,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Male,No,0,1,1,0,1,1
0033900001vnYBX,TM-7050,Team Lead,a2639000005UREG,E-Team Stage 2 Summer 2015 Cohort,8/13/15,,,1,1,1,0,1,1
0037000001sGFT9,TM-7041,Team Lead,a2639000005UREL,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Prefer not to answer,Yes,1,0,1,0,0,0
0033900001vnYBY,TM-7051,Team Member,a2639000005UREG,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Male,No,1,1,0,0,1,1
0037000001sGGUj,TM-7044,Team Lead,a2639000005UREF,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Prefer not to answer,Yes,0,0,0,1,1,0
0037000001sGFSy,TM-7055,Team Lead,a2639000005URER,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Prefer not to answer,Yes,0,1,0,1,0,1
0037000001sGFTL,TM-7046,Team Member,a2639000005UREN,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Male,Yes,1,0,1,1,1,1
0037000001sGGUW,TM-7053,Team Member,a2639000005URER,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Male,Yes,1,1,1,0,0,0
0037000001sGGUx,TM-7048,Team Member,a2639000005URF7,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Another identity,Yes,0,1,0,0,0,0
00339000021Me1a,TM-7049,Team Lead,a2639000005URF7,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Male,Prefer not to answer,1,1,0,0,1,1
0033900001voeBG,TM-7052,Team Member,a2639000005UREG,E-Team Stage 2 Summer 2015 Cohort,8/13/15,,Prefer not to answer,1,0,1,1,1,0
0037000001sGFsQ,TM-7043,Team Member,a2639000005UREF,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Another identity,Prefer not to answer,1,1,0,0,1,1
0037000001sGGUV,TM-7054,Team Member,a2639000005URER,E-Team Stage 2 Summer 2015 Cohort,8/13/15,Another identity,Prefer not to answer,0,1,0,0,1,0
0033900001wW64y,TM-6686,Team Member,a2639000005URE4,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,,1,0,1,1,1,1
0037000001sGGSJ,TM-6687,Team Lead,a2639000005URE4,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,Yes,0,1,1,0,1,0
0037000001sGGSQ,TM-6688,Team Member,a2639000005URE5,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,,1,0,1,1,1,0
0037000001sGGSn,TM-6689,Team Member,a2639000005URE5,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,No,0,0,0,1,1,1
0037000001sGG1j,TM-6690,Team Lead,a2639000005URE5,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,Prefer not to answer,1,0,0,0,1,0
0037000001sGG4F,TM-6658,Team Member,a2639000005URDs,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,No,1,1,1,1,0,0
0033900001vodKg,TM-6659,Team Member,a2639000005URDs,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,Yes,0,1,0,1,1,0
0033900001vodTi,TM-6660,Team Lead,a2639000005URDs,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,Yes,1,0,0,0,0,1
0037000001sGGSa,TM-6661,Team Lead,a2639000005URDt,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Another identity,Prefer not to answer,0,1,0,1,0,1
0037000001sGGSq,TM-6662,Team Member,a2639000000TCQf,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,,0,1,1,0,0,0
0033900001vno5y,TM-6663,Team Lead,a2639000000TCQf,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,Yes,1,0,1,0,1,1
0037000001sGGSW,TM-6664,Team Member,a2639000005URDv,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,Yes,0,1,1,1,1,1
0033900001wWrhw,TM-6665,Team Lead,a2639000005URDv,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,,0,1,0,1,0,0
0033900001vom1n,TM-6666,Team Member,a2639000005URDv,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,Prefer not to answer,1,0,0,0,1,0
0037000001sGGRe,TM-6667,Team Member,a2639000005URDw,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Another identity,No,1,0,0,0,1,0
0037000001sGGSx,TM-6668,Team Member,a2639000005URDw,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,,1,0,0,1,1,1
0037000001sGG3Q,TM-6669,Team Lead,a2639000005URDw,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,Yes,0,1,1,0,1,0
0033900001voNdE,TM-6670,Team Lead,a2639000005URDx,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,Prefer not to answer,1,0,0,1,0,0
0037000001sGGSY,TM-6671,Team Member,a2639000005URDx,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,Yes,1,0,0,1,0,1
0037000001sGFuL,TM-6672,Team Member,a2639000005URDy,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,,1,1,1,0,1,0
0037000001sGEc6,TM-6673,Team Lead,a2639000005URDy,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,,1,1,0,1,0,1
0037000001sGGSm,TM-6674,Team Lead,a2639000005URDz,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,Prefer not to answer,0,1,0,0,0,1
0037000001sGGSR,TM-6675,Team Member,a2639000005URDz,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,Prefer not to answer,0,1,1,0,1,1
0037000001sGFqv,TM-6676,Team Lead,a2639000005URE0,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,,1,0,0,1,1,0
0033900001vohTa,TM-6677,Team Member,a2639000005URE0,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,Yes,1,0,1,0,1,1
0037000001sGGSy,TM-6678,Team Member,a2639000005URE1,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Female,No,1,0,0,1,1,0
0037000001sGG4P,TM-6679,Team Member,a2639000005URE1,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Another identity,Yes,1,1,1,0,0,0
0033900001y8h9K,TM-6680,Team Lead,a2639000005URE1,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,Yes,0,0,0,0,1,1
0037000001sGGR2,TM-6681,Team Member,a2639000005URE2,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,No,1,0,0,1,1,0
0037000001sGFWn,TM-6682,Team Lead,a2639000005URE2,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,No,1,0,0,0,1,0
0033900002C4xuk,TM-6683,Team Member,a2639000005URE3,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Another identity,Yes,0,0,1,1,1,0
0037000001sGGSl,TM-6684,Team Member,a2639000005URE3,E-Team Stage 1 Summer 2015 Cohort,7/30/15,,Yes,0,0,0,1,0,0
0037000001sGG4S,TM-6685,Team Lead,a2639000005URE3,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,Prefer not to answer,0,1,0,1,0,0
0037000001sGGSf,TM-6691,Team Member,a2639000005URE6,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,,0,0,1,1,0,1
0037000001sGCWP,TM-6692,Team Member,a2639000005URE6,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Male,Prefer not to answer,0,0,1,1,0,0
0037000001sGG19,TM-6693,Team Lead,a2639000005URE6,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Another identity,Prefer not to answer,0,1,0,0,0,0
003390000271TGG,TM-6763,Team Member,a2639000005URDt,E-Team Stage 1 Summer 2015 Cohort,7/30/15,Prefer not to answer,Prefer not to answer,0,0,0,0,0,1
0037000001sGFxg,TM-7061,Team Member,a2639000005UREt,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Yes,1,0,1,1,1,1
0037000001sGEDe,TM-7062,Team Member,a2639000005UREj,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Another identity,Yes,0,0,0,1,0,0
0037000001sGFvy,TM-7064,Team Lead,a2639000005UREj,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Male,Prefer not to answer,1,1,0,1,1,1
0037000001sGFzU,TM-7071,Team Member,a2639000005UREx,E-Team Stage 2 Spring 2015 Cohort,5/8/15,,Yes,0,0,1,0,0,1
0037000001sGEaP,TM-7070,Team Lead,a2639000005UREx,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Yes,1,1,1,0,0,0
0037000001sGFy6,TM-7067,Team Member,a2639000005URFK,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Prefer not to answer,1,1,1,0,1,0
0037000001sGFvS,TM-7059,Team Member,a2639000005UREt,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Another identity,No,1,1,0,0,0,0
0037000001sGE9Z,TM-7063,Team Member,a2639000005UREj,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Yes,1,0,0,1,0,0
0037000001sGFSi,TM-7056,Team Member,a2639000005UREK,E-Team Stage 2 Spring 2015 Cohort,5/8/15,,No,0,0,0,0,1,0
0037000001sGDsc,TM-7069,Team Member,a2639000005URFK,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,No,0,0,0,0,1,1
0037000001sGFvw,TM-7060,Team Member,a2639000005UREt,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Male,Prefer not to answer,1,0,1,0,0,1
0033900001waEMS,TM-7066,Team Member,a2639000005UREw,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Male,Yes,1,1,0,0,1,0
0037000001sGFvR,TM-7058,Team Lead,a2639000005UREt,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Yes,1,1,1,0,1,0
0037000001sGEBi,TM-7065,Team Lead,a2639000005UREw,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Male,,1,1,1,0,0,1
00339000028IONR,TM-7068,Team Member,a2639000005URFK,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,,1,1,0,0,1,0
0037000001sGF9K,TM-7057,Team Lead,a2639000005UREK,E-Team Stage 2 Spring 2015 Cohort,5/8/15,Female,Yes,1,1,1,0,1,0
0037000001sGFi4,TM-6694,Team Member,a2639000005UREI,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,,1,0,0,1,1,0
0037000001sGFhb,TM-6695,Team Lead,a2639000005UREI,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,Prefer not to answer,0,0,0,1,0,0
0037000001sGFtP,TM-6696,Team Member,a2639000005UREI,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,Prefer not to answer,1,1,0,0,0,0
0037000001sGF67,TM-6697,Team Lead,a2639000005UREE,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Another identity,No,0,0,0,0,0,1
0033900002C4y2D,TM-6698,Team Member,a2639000005UREE,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Male,Prefer not to answer,0,0,0,1,0,0
0037000001sGFtN,TM-6699,Team Lead,a2639000005UREA,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Male,Yes,0,1,0,0,0,0
0037000001sGFtO,TM-6700,Team Member,a2639000005UREA,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Prefer not to answer,1,1,1,1,0,1
0037000001sGF5t,TM-6701,Team Member,a2639000005UREA,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,,1,0,0,1,0,1
0037000001sGFrz,TM-6702,Team Lead,a2639000005UREB,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,Yes,0,1,0,0,0,1
0037000001sGF1S,TM-6703,Team Member,a2639000005UREB,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,No,1,1,1,0,1,1
0033900001vnLZL,TM-6704,Team Lead,a2639000000TCQz,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Prefer not to answer,0,0,0,0,0,1
0033900001vnLZM,TM-6705,Team Member,a2639000000TCQz,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,No,0,1,0,0,0,0
0033900001vnKxl,TM-6706,Team Member,a2639000000TCQz,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,No,1,1,1,0,0,1
0037000001sGBw2,TM-6707,Team Member,a2639000005UREJ,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Another identity,No,0,0,0,0,1,0
0037000001sGFgg,TM-6708,Team Lead,a2639000005UREJ,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Male,Prefer not to answer,0,0,0,0,0,0
0037000001sGFsQ,TM-6709,Team Member,a2639000005UREF,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Yes,0,1,1,0,1,1
0037000001sGGUj,TM-6710,Team Lead,a2639000005UREF,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Yes,1,0,1,0,1,1
0037000001sGFtF,TM-6711,Team Lead,a2639000005UREH,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,,1,0,0,1,0,0
0037000001sGF8D,TM-6712,Team Member,a2639000005UREH,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,Yes,0,1,1,1,0,0
0037000001sGFtI,TM-6713,Team Member,a2639000005UREH,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,,1,1,1,0,1,0
0037000001sGFtJ,TM-6714,Team Member,a2639000005UREH,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,,0,0,0,1,1,1
0037000001sGFrw,TM-6715,Team Member,a2639000005URE9,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Prefer not to answer,1,1,0,0,1,0
0037000001sGFZL,TM-6716,Team Lead,a2639000005URE9,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Male,Yes,0,0,0,1,0,1
0037000001sGFZz,TM-6717,Team Lead,a2639000005URED,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,Yes,0,1,0,0,1,0
0037000001sGFsI,TM-6718,Team Member,a2639000005URED,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Another identity,No,1,0,0,1,0,0
0033900001vnYBX,TM-6719,Team Member,a2639000005UREG,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,Prefer not to answer,0,1,1,0,1,0
0037000001sGFsX,TM-6720,Team Lead,a2639000005UREG,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Another identity,Prefer not to answer,0,1,0,1,1,0
0037000001sGFsh,TM-6721,Team Member,a2639000005UREG,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,Yes,1,0,0,0,0,0
0037000001sGFCX,TM-6722,Team Member,a2639000005UREG,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,,0,1,0,1,0,0
00339000025XSor,TM-6723,Team Member,a2639000005UREC,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,Prefer not to answer,1,0,1,0,1,0
0037000001sGFs0,TM-6724,Team Lead,a2639000005UREC,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Male,Prefer not to answer,1,0,1,0,1,1
0037000001sGFEM,TM-6725,Team Lead,a2639000005URE7,E-Team Stage 1 Spring 2015 Cohort,4/24/15,,Prefer not to answer,0,0,0,0,1,1
0037000001sGFrq,TM-6726,Team Member,a2639000005URE7,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Prefer not to answer,Yes,1,1,0,0,0,0
0033900001x7A9n,TM-6727,Team Member,a2639000005URE7,E-Team Stage 1 Spring 2015 Cohort,4/24/15,Female,No,0,0,1,1,0,0
0037000001sGFWl,TM-7081,Team Member,a2639000000TCTL,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,No,0,0,1,1,1,1
0037000001sGF14,TM-7099,Team Member,a2639000005URF4,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,Prefer not to answer,1,1,0,1,1,0
0033900002ALnWM,TM-7078,Team Lead,a2639000000TCTL,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,Prefer not to answer,0,0,0,0,0,0
0037000001sGED4,TM-7079,Team Member,a2639000000TCTL,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,Yes,1,1,0,0,1,0
0037000001sGFVu,TM-7072,Team Member,a2639000005UREy,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,Yes,0,1,0,1,0,1
0037000001sGFXN,TM-7082,Team Member,a2639000000TCTL,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,Prefer not to answer,0,0,1,0,0,1
0037000001sGDfQ,TM-7083,Team Member,a2639000005URFj,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,No,1,1,1,1,0,1
0037000001sGFXQ,TM-7076,Team Member,a2639000005URF2,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,Prefer not to answer,0,1,1,1,0,0
0037000001sGFXG,TM-7089,Team Member,a2639000005URFB,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,Prefer not to answer,1,1,1,1,1,1
0037000001sGE5M,TM-7073,Team Lead,a2639000005UREy,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,Prefer not to answer,0,1,0,0,0,0
0033900002C4xR2,TM-7093,Team Member,a2639000005UREm,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,No,1,0,0,1,0,1
0037000001sGFXh,TM-7086,Team Lead,a2639000000TCav,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,,1,0,0,1,0,1
0037000001sGEuN,TM-7091,Team Lead,a2639000005UREm,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,Prefer not to answer,1,0,0,1,0,1
0033900001xaVOY,TM-7096,Team Member,a2639000005URF8,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Male,No,1,0,1,0,1,0
0037000001sGFXR,TM-7077,Team Member,a2639000005URF2,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,,1,1,0,1,1,1
0037000001sGFVY,TM-7074,Team Member,a2639000005UREy,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,,1,1,1,0,1,1
0033n00002gVglI,TM-7092,Team Member,a2639000005UREm,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,Prefer not to answer,1,1,1,1,0,0
0037000001sGFXf,TM-7097,Team Lead,a2639000005URF8,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Female,Yes,1,1,1,1,1,1
0037000001sGC0J,TM-7090,Team Lead,a2639000005URFB,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Another identity,No,1,1,0,0,0,0
0037000001sGE9s,TM-7075,Team Lead,a2639000005URF2,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,,1,1,1,1,0,1
0037000001sGFY7,TM-7100,Team Member,a2639000005URF4,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,,1,1,0,1,0,1
0037000001sGEdI,TM-7094,Team Lead,a2639000005UREu,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,Prefer not to answer,1,0,0,1,0,0
0037000001sGFXX,TM-7085,Team Member,a2639000000TCav,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Male,Prefer not to answer,0,1,1,1,0,0
0037000001sGFV3,TM-7088,Team Member,a2639000005URF6,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,,0,0,0,0,0,0
0037000001sGFWk,TM-7080,Team Member,a2639000000TCTL,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,Yes,0,1,1,0,0,0
0037000001sGEB3,TM-7087,Team Lead,a2639000005URF6,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,,1,1,1,1,1,0
0037000001sGFXc,TM-7095,Team Member,a2639000005UREu,E-Team Stage 2 Winter 2015 Cohort,1/23/15,,Prefer not to answer,1,1,0,0,1,1
0037000001sGFVm,TM-7084,Team Lead,a2639000005URFj,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,,0,1,0,0,0,0
0037000001sGFgV,TM-7098,Team Lead,a2639000005URF4,E-Team Stage 2 Winter 2015 Cohort,1/23/15,Prefer not to answer,No,0,1,1,0,0,1
0037000001sGFSR,TM-11045,Team Member,a2639000005UREZ,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Female,Yes,1,0,0,0,1,1
0037000001sGFWS,TM-11047,Team Member,a2639000005UREZ,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Another identity,,1,0,0,1,1,0
0037000001sGFVX,TM-12008,Team Member,a2639000005UREY,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Male,No,1,0,0,0,1,1
0037000001sGFTT,TM-12007,Team Lead,a2639000005UREY,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Female,,0,1,1,0,1,0
0037000001sGFWL,TM-15098,Team Member,a2639000005UREa,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Another identity,Yes,0,1,1,0,0,0
0037000001sGFSQ,TM-11046,Team Lead,a2639000005UREZ,E-Team Stage 1 Winter 2015 Cohort,1/9/15,,Prefer not to answer,1,1,1,1,1,1
0037000001sGE5N,TM-15097,Team Member,a2639000005UREa,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Prefer not to answer,,0,1,1,1,0,1
0037000001sGFSi,TM-6728,Team Member,a2639000005UREK,E-Team Stage 1 Winter 2015 Cohort,1/9/15,,Prefer not to answer,1,1,0,1,1,0
0037000001sGFSt,TM-6729,Team Member,a2639000005UREK,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Male,Prefer not to answer,1,0,1,0,1,1
0037000001sGFT9,TM-6730,Team Lead,a2639000005UREL,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Another identity,,1,0,0,1,1,1
0037000001sGFTS,TM-6731,Team Member,a2639000005UREL,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Male,No,1,0,0,1,0,1
0037000001sGFUR,TM-6732,Team Member,a2639000005UREV,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Male,No,1,0,0,0,1,1
0037000001sGFUS,TM-6733,Team Member,a2639000005UREV,E-Team Stage 1 Winter 2015 Cohort,1/9/15,,Prefer not to answer,1,1,1,0,0,0
0037000001sGEAo,TM-6734,Team Lead,a2639000005UREM,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Female,Yes,0,0,1,1,1,1
0037000001sGGW8,TM-6735,Team Member,a2639000005UREM,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Male,No,1,1,0,1,0,1
0037000001sGFTy,TM-6736,Team Lead,a2639000000TCXB,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Prefer not to answer,,1,1,1,1,0,0
0037000001sGFUK,TM-6737,Team Member,a2639000000TCXB,E-Team Stage 1 Winter 2015 Cohort,1/9/15,Prefer not to answer,,0,0,0,1,0,1
0037000001sGFUE,TM-6739,Team Member,a2639000005UREU,E-Team Stage 1 Winter 2015 Cohort,1/9/15,,Yes,1,1,1,0,1,0
